Species,n.gps,abs_max_lat,abs_min_lat,length_lat,median_lon,median_lat,area,bio1m,bio1sd,bio2m,bio2sd,bio3m,bio3sd,bio4m,bio4sd,bio5m,bio5sd,bio6m,bio6sd,bio7m,bio7sd,bio8m,bio8sd,bio9m,bio9sd,bio10m,bio10sd,bio11m,bio11sd,bio12m,bio12sd,bio13m,bio13sd,bio14m,bio14sd,bio15m,bio15sd,bio16m,bio16sd,bio17m,bio17sd,bio18m,bio18sd,bio19m,bio19sd,elevm,elevsd,continents,dist,Red.List.status
Opuntia littoralis,303,34.734,18.808222,15.925778,-117.803017,34.00465,5.83E+11,169.7333333,17.60042059,136.22,21.2191527,53.01,3.131974491,4220.81,866.7540882,306.2766667,28.76697037,50.55,24.87266905,255.7266667,42.50160676,127.0466667,31.12609734,216.25,20.12953453,227.9366667,17.3679246,120.28,22.70550741,417.8366667,136.8493422,85.91,29.21735923,1.066666667,0.831380097,88.85666667,8.044366247,240.12,83.36175908,7.566666667,5.873148087,21.61666667,38.41016608,219.73,79.53966912,157.3036304,102.7706581,"North America,South America and the Caribbean,NA",global,LC
Opuntia macrocentra,160,33.381918,16.300278,17.08164,-104.001125,27.441667,1.25E+12,190.7875,23.82255881,162.76875,17.33038988,52.70625,6.182341332,5271.0625,1366.835839,339.225,27.57059549,30.38125,32.28194812,308.84375,40.12739883,244.45625,30.05882009,161.6125,39.28447891,253.60625,29.12974595,120.15625,29.69055223,382.09375,181.481423,87.3875,45.0700346,5.2875,3.444780027,85.4875,17.49860282,222.99375,114.6000152,22.13125,11.85771085,174.4625,71.69281847,37.425,20.97724134,139.29375,41.15526619,"South America and the Caribbean,North America",global,LC
Opuntia oricola,43,34.458369,25.559444,8.898925,-117.4479,33.3862,85991458435,167.7209302,15.39685432,124.6511628,22.69453859,53.86046512,3.412731034,3731.209302,765.9995511,287.8604651,29.99649297,58.46511628,19.40710331,229.3953488,40.79398855,129.9767442,27.88453093,207.4651163,15.19766404,219.4418605,18.15056384,124.0930233,17.68347891,330.8139535,110.8676293,66.97674419,23.90605459,1,0.951189731,87.86046512,7.288547426,186.7906977,65.67871226,6.162790698,3.866401259,16,23.43074903,174.4186047,66.56834388,107.1627907,105.1382152,"North America,South America and the Caribbean",global,LC
Opuntia robusta,405,34.19167,16.921944,17.269726,-100.654167,21.278056,1.25E+12,167.0641975,22.21398692,160.708642,13.61125951,63.8345679,4.532587192,2713.306173,849.5197799,288.9283951,27.84473053,38.20246914,22.2284158,250.7259259,24.19519313,188.8296296,27.66244749,147.3851852,26.56404139,197.6987654,26.43192496,129.3975309,21.71444958,621.5555556,202.7618219,132.0716049,54.44687945,7.22962963,3.774472766,84.97777778,13.20111006,350.8962963,132.820038,30.5308642,13.07980684,234.6839506,112.5296611,49.88148148,42.20460274,131.3901235,36.26969798,"Europe,Australia,South America and the Caribbean,North America",global,LC
Opuntia rufida,120,29.809793,19.9575,9.852293,-103.289504,25.581111,5.53E+11,199.575,15.29192817,166.7583333,15.56822655,55.15833333,6.308585364,4832.058333,1164.036676,341.475,21.02498014,39.475,19.63788249,302,30.20239848,245.125,23.86113978,166.425,24.98425134,254.9166667,24.46695021,133.025,17.21708283,329.0083333,116.1281164,72.26666667,32.64237936,4.608333333,1.848441694,81.75,15.2823565,188.8,82.75290749,19.2,6.911930983,153.7666667,67.07248473,29.16666667,11.91026203,136.7916667,35.34057487,"South America and the Caribbean,North America",global,LC
Opuntia stricta,136,34.46056,16.439167,18.021393,-95.3373615,20.9481945,2.38E+12,243.5075758,25.52457167,116.7348485,21.52749346,61.18939394,6.577932778,2488.643939,895.1120884,335.469697,21.81337897,144.2954545,41.41628891,191.1742424,40.41549401,261.7878788,26.91009354,228.4015152,34.95097108,269.9848485,22.48153945,208.2348485,32.21560474,1062.689394,468.6538809,209.0681818,87.32436621,19.10606061,14.03444921,74.17424242,16.9081471,526.5378788,231.5431605,71.76515152,46.78860366,332.6818182,140.7239362,109.6287879,81.24831463,115.3676471,75.67080839,"Africa,NA,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Ostrya knowltonii,8,38.60119,35.00206,3.59913,-109.706905,38.290905,12774407385,117.25,12.92561134,155.75,6.819090848,37,3.251373336,9024,786.2058981,338.75,20.23257628,-77.75,15.21042875,416.5,27.00793534,193.125,22.42726338,118.625,75.16636311,234.5,17.92045918,1.25,13.99744875,272.5,128.7611299,33.25,16.07793519,10.125,2.799872446,26.375,5.396758286,89,40.88310863,47.125,14.64277003,70,33.75119046,63.25,41.93447269,127.75,35.10697936,North America,endemic,LC
Oxypolis occidentalis,115,53.495556,34.12714,19.368416,-119.653795,37.6821853,2.25E+11,74.70434783,18.55100788,141.9217391,14.63482258,45,2.316985337,6025.756522,283.8364859,255.4347826,26.33459816,-56.0173913,18.19628968,311.4521739,21.81390329,9.173913043,16.90284979,150.1391304,22.7992332,155.4869565,19.7570175,5.939130435,17.12302592,879.2956522,286.7838288,155.8608696,50.32401801,7.486956522,6.941314423,72.45217391,6.543033631,427.7652174,137.6068854,40.74782609,24.44788352,47.8,29.0846315,420.1391304,129.8847591,107.2782609,50.32116987,North America,endemic,LC
Oxyrhynchus volubilis,40,26.033333,19.484722,6.548611,-99.2291665,21.544167,1.97E+11,226.425,22.38232762,128.55,22.09298531,56.45,6.29997965,3381.55,861.6711536,334.1,17.19838991,106.85,37.99834679,227.25,37.04380636,252.925,22.39091792,194.1,31.87861593,262.625,20.94766066,178.85,28.10744039,1005.65,381.6437156,218.725,78.71467054,19.875,12.11734823,77.6,12.0507474,497.275,183.6053442,68.725,36.7653596,369.975,159.9394898,81.725,40.12735335,155.375,67.41098119,South America and the Caribbean,endemic,LC
Oxytropis lambertii,641,49.79988654,27.033333,22.76655354,-102.86778,40.079,2.74E+12,81.53198128,39.21171689,150.550702,13.92011821,35.49921997,5.133263096,9441.068643,1446.238481,298.6692668,39.34589965,-123.7925117,43.13947953,422.4617785,36.22881522,173.3837754,58.03118223,-26.7925117,57.64166522,202.574103,42.83056608,-40.81591264,44.1861877,494.3946958,135.4176361,78.5600624,20.9371805,14.04368175,7.720991771,51.49141966,15.36891154,209.7347894,56.43108233,49.98439938,26.28021606,190.3338534,53.99931359,52.68954758,30.99342723,143.2230889,26.24616336,"North America,South America and the Caribbean",global,LC
Pachycereus schottii,148,33.7013,20.175,13.5263,-112.475226,28.36550919,6.14E+11,211.5034483,27.43581503,154.7172414,17.29591452,54.83448276,4.535376061,4807.972414,897.9029036,353.8068966,26.92847949,73.31724138,28.07126433,280.4896552,32.36534439,234.5310345,76.53621648,219.6137931,27.74591717,275.5241379,30.15701567,152.5862069,25.71061881,198.5172414,135.2221476,48.63448276,38.08174938,0.668965517,1.35428934,84.73793103,20.66600157,116.0137931,92.13403478,4.648275862,5.323599235,97.35172414,79.78891693,49.48965517,35.17577237,127.6621622,92.84106484,"South America and the Caribbean,North America,NA",global,LC
Panicum acuminatum,2034,59.15,16.08,43.07,-90.80915,39.5489605,1.30E+13,112.8182266,42.06629473,123.3719212,19.75682874,35.90541872,9.584719655,7974.345813,2120.016946,292.462069,37.61551343,-58.2591133,64.13349997,350.7211823,60.33003607,125.9546798,84.12698934,76.48226601,104.162829,213.0275862,35.63512628,7.97635468,62.85485508,1080.799507,331.8408543,139.4418719,61.74258013,47.97832512,31.05332578,35.08374384,27.02894204,384.0487685,166.6518406,163.9581281,97.37147559,243.3669951,122.3166426,283.7862069,179.7557831,142.9872173,69.93257827,"Asia,South America and the Caribbean,North America,NA",global,LC
Panicum scabriusculum,124,46.5,27.6397,18.8603,-73.01275,41.46675,1.95E+12,110.7419355,41.25823317,114.266129,8.463320065,32.5483871,5.186528577,8368.548387,1201.132334,286.3064516,22.53422958,-64.41129032,55.07998797,350.7177419,35.55199112,111.7983871,72.77685908,63.10483871,103.0839754,215.75,26.26556836,-0.330645161,56.77150347,1226.370968,140.9998252,122.2016129,26.1592931,81.58870968,10.8455619,11.30645161,9.042966471,345.5645161,67.73960688,269.2016129,33.26439534,317.5403226,69.87915227,290.1854839,52.04490977,162.016129,82.60563416,North America,endemic,LC
Panicum strigosum,47,36.26278,16.11,20.15278,-84,30.0747,8.72E+11,204.4042553,33.69921917,121.1276596,14.95154059,49.34042553,9.760783548,4770.021277,2119.829643,325.8297872,20.35374033,72.4893617,63.28227733,253.3404255,62.76709072,237.6170213,55.40465888,182.8085106,44.57901549,262.1276596,22.11395096,140.2340426,57.18057316,1598.404255,580.0653509,240.8085106,135.5320656,59.85106383,19.28051362,41.65957447,22.6123058,641.5744681,352.7242268,209.7021277,67.84570567,478.3829787,99.75155075,280.7446809,115.0885232,135.3829787,62.76891823,"South America and the Caribbean,NA,North America",global,LC
Parnassia fimbriata,425,63.45,36.691389,26.758611,-120.216944,48.57212,3.40E+12,15.51294118,33.44977151,118.2823529,27.67517609,35.49647059,5.324437411,7203.254118,1498.299242,196.12,36.67632777,-133.2658824,60.03727135,329.3858824,61.88510191,8.762352941,66.52941252,42.46823529,81.39024647,108.8682353,26.85524707,-73.27294118,49.30867204,995.2776471,632.6743239,144.2894118,106.7530809,35.01647059,19.29603566,37.40705882,16.76393948,398.7811765,301.9140694,127.2141176,62.81620981,172.5505882,84.86878277,339.9388235,282.2935479,117.1717647,62.6777183,"North America,NA",global,LC
Parnassia kotzebuei,312,71.594,37.633333,33.960667,-144.25,63.405,1.18E+13,-56.81612903,48.61933636,94.58709677,20.40489411,23.13225806,5.341289803,11291.63548,2945.573647,157.5354839,30.9338531,-253.0387097,84.51122626,410.5741935,88.21050495,67.14516129,42.1433241,-116.1709677,94.3974922,89.32258065,24.63728736,-195.3193548,79.93390036,511.9870968,422.4905121,78.95483871,52.83886992,22.71935484,23.01459955,50.68709677,18.39081736,204.2935484,140.0123467,78.60645161,77.63048285,172.7870968,87.25827356,104.9580645,116.0572682,127.3044872,73.05849468,"Europe,North America,NA",global,LC
Parnassia palustris,722,70.45,23.658611,46.791389,-120.2039335,55.210581,1.70E+13,-9.797752809,52.57556181,112.8398876,22.9199594,27.76123596,8.186762506,10601.47753,2998.628554,201.988764,40.2905396,-212.2907303,87.32585096,414.2794944,80.0111049,90.78089888,58.66743167,-61.21629213,104.9482807,123.4929775,30.7863187,-145.4719101,85.45349726,550.4241573,301.4727047,86.58848315,44.52329824,20.09129213,15.46399411,49.73174157,17.26022242,230.9283708,123.2682651,71.13483146,51.13338582,174.6601124,72.66099296,128.2345506,133.8212267,133.7313019,62.1602764,"Europe,NA,Asia,North America,South America and the Caribbean",global,LC
Paspalidium geminatum,89,34.7225,16.2833,18.4392,-98.626111,22.3,2.26E+12,233.8505747,29.4178117,125.0804598,23.74193542,57.66666667,10.80984335,3294.252874,1738.628377,338.6091954,19.8513993,116.954023,52.8870908,221.6551724,55.07390966,263.2528736,30.1261759,208.5172414,46.41417738,271.4712644,26.30803179,188.5287356,44.76575702,913.7241379,394.1625119,190.1149425,75.96517337,16.03448276,17.69867179,82.06896552,26.69020947,477.8965517,204.6050668,60.56321839,59.07222642,343.1724138,142.4797176,87.50574713,78.10396672,151.6292135,66.83007319,"Europe,Asia,South America and the Caribbean,NA,North America",global,LC
Paspalum conjugatum,445,36.2333,14.9,21.3333,-96.875,18.91,2.21E+12,230.2189616,29.68834197,118.3521445,19.227447,61.26862302,7.015340956,2357.582393,993.3962333,324.476298,31.03029104,131.3408578,38.11323717,193.1354402,34.01908812,246.6410835,31.86850572,214.1015801,39.97489113,256.0361174,30.66478451,197.03386,33.754185,1709.318284,853.4496013,322.6568849,142.4719219,35.40632054,28.57810059,76.20316027,19.70217823,841.2957111,384.3118498,122.2167043,96.76946057,475.2663657,198.4095504,179.0451467,163.6967529,153.5752809,84.63212295,"Asia,NA,Australia,South America and the Caribbean,North America,Europe",global,LC
Paspalum distichum,987,46.41639,15.1833,31.23309,-104.43,26.608333,8.21E+12,177.1402439,38.71728457,144.0365854,22.76856632,56.30081301,9.652294798,3929.450203,1953.868288,312.796748,37.19590639,51.91260163,52.64470909,260.8841463,59.65532393,164.4603659,72.21350208,194.0609756,43.79839531,225.9420732,35.63214481,126.4186992,52.22723548,873.9949187,720.0068109,172.3902439,129.9235402,11.87296748,20.44641959,82.85873984,18.54206306,458.5396341,345.0914492,46.32621951,70.81247917,204.4481707,208.7105921,173.2245935,166.0083017,134.8976697,70.03741875,"Europe,Asia,Australia,NA,South America and the Caribbean,North America",global,LC
Paspalum repens,121,39.48554,16.654167,22.831373,-92.014169,30.810667,2.30E+12,188.2833333,55.84495092,123.7583333,16.15523217,45.70833333,15.13768509,6003.408333,3267.589815,332.8,13.31556239,36.725,104.0390168,296.075,94.62674685,220.1916667,56.24112193,146.15,110.3766394,261.4083333,15.97134821,106.7833333,99.26165942,1315.166667,391.8337697,192.5833333,86.04489578,47.525,23.1414948,43.00833333,28.19663721,517.9833333,216.6577281,170.6583333,80.90366674,348.8416667,106.2410448,226.125,122.6520365,144.677686,52.40343737,"Asia,South America and the Caribbean,North America,Europe",global,LC
Paspalum vaginatum,79,33.84989,16.8575,16.99239,-104.925,30.3586,2.82E+12,202.0759494,37.72463391,119.164557,23.95799229,55.15189873,9.200179217,3472.64557,1490.741237,307.7848101,40.497759,89.60759494,48.20772832,218.1772152,49.83247821,203.3924051,65.13701884,207.7721519,33.39697106,245.2025316,35.29922631,157.1012658,44.62337979,768.443038,575.382966,145,105.9638303,17.15189873,25.52027279,78.53164557,25.21539794,381.0632911,263.4778413,62.91139241,89.24673231,224.3544304,223.7529566,145.8481013,86.78858613,109.4050633,62.34324321,"Asia,NA,Australia,South America and the Caribbean,North America,Europe",global,LC
Pedicularis groenlandica,694,69.024331,23.708333,45.315998,-118.15061,40.763418,1.38E+13,18.47907648,31.22903798,131.7489177,24.08271847,38.67821068,6.076254477,7188.935065,1728.836482,207.3073593,35.30534708,-132.961039,58.97501122,340.2683983,58.22363302,-2.285714286,65.99686265,56.20634921,89.15566931,112.5743146,25.22647198,-68.43722944,50.61732379,870.5223665,491.8176898,128.4603175,86.83141062,26.8023088,13.0253153,43.11255411,20.47433261,358.3088023,250.5524183,100.1298701,45.85032056,133.5670996,69.15904985,314.4588745,242.6515916,116.0489914,48.47183223,"North America,NA,South America and the Caribbean",global,LC
Pedicularis labradorica,325,70.46623456,51.75,18.71623456,-146.25,63.08,6.34E+12,-49.51863354,42.45482804,98.91614907,17.65758916,22.75776398,4.291956394,12012.29193,2584.091335,174.6055901,28.15106722,-258.5745342,73.260741,433.1801242,78.21198036,90.38819876,37.87002181,-117.9720497,82.29501577,104.068323,23.00971601,-199.4130435,69.19231552,417.1708075,218.528979,71.04347826,27.88189328,16.33229814,13.05362103,54.17701863,14.94526983,182.5652174,74.70292421,56.80124224,42.41984486,165.1273292,57.1179514,72.9378882,59.28953083,123.2553846,73.80215885,"Europe,Asia,North America,NA",global,LC
Pedicularis lanceolata,123,51.967,36.60194,15.36506,-88.373482,41.7,2.35E+12,94.71544715,28.2060685,117.796748,12.50505429,29.2601626,3.561721352,9803.796748,1176.342727,291.6341463,19.22398958,-106.3821138,46.00953578,398.0162602,36.42688247,175.3170732,47.47222088,-19.14634146,77.76537673,215.9349593,17.54747184,-37.92682927,43.73563853,940.3577236,193.9569045,105.1788618,12.19582871,45.50406504,21.76641042,26.70731707,13.88048028,299.699187,34.47449401,161.5853659,68.18741373,282.7804878,26.91746236,163.5121951,71.221355,155.2276423,50.26125402,North America,endemic,LC
Pedicularis palustris,9,48.229645,46.187741,2.041904,-69.6168,47.383333,77878198099,40.75,8.730079365,93.75,18.36728458,23.875,2.587745848,9818.625,1479.594436,232.375,20.29734325,-150.625,40.10677713,383,57.87671627,119.5,81.82734436,-16.5,84.12575621,163.75,12.69139191,-90.125,29.94966015,1049.75,180.8075141,111.75,18.42940197,63.5,7.387247699,17.375,2.825268635,322.875,59.15943953,203.375,26.14212528,289.5,37.93603639,249.625,75.37323796,130.7777778,118.4480664,"Europe,Asia,North America",global,LC
Pedicularis parviflora,89,69.83290678,50.866667,18.96623978,-147.71,59.45,4.88E+12,-12.63218391,45.38443411,90.09195402,20.53563674,24.44827586,4.717011817,10069.67816,3218.402339,176.4137931,32.83983391,-198.2988506,95.76134518,374.7126437,109.6107179,91.27586207,36.2727682,-73.13793103,95.42904005,114.5862069,22.04306131,-140.6436782,83.32229063,737.3103448,589.0134106,112.4482759,80.58590081,32.13793103,29.27304197,47.25287356,15.00171958,292.6321839,209.5050155,108.9770115,100.1009928,221.0689655,112.6562783,154.8850575,166.7586632,124.7078652,72.66614227,"Europe,North America,NA",global,LC
Pedicularis sudetica,385,72,36.96282,35.03718,-145.75,64.58,9.63E+12,-63.12368421,45.71349306,97.08421053,23.35677769,22.92368421,6.444974488,11784.10263,2742.470804,158.3078947,33.05600015,-265.9289474,75.55757702,424.2368421,79.74243968,71.72631579,43.18120184,-130.0289474,91.31731163,89.35526316,25.36275288,-207.1684211,73.85940472,413.7921053,327.0352654,68.25263158,41.36559911,17.04473684,17.64784809,54.85789474,17.73807722,174.3,109.7834256,59.54736842,60.24133845,153.4552632,70.04153008,76.83157895,87.82666458,119.5454545,73.44888129,"Europe,North America,NA",global,LC
Pediocactus nigrispinus,11,47.1778,42.6769,4.5009,-120.2016,45.0837,93444809310,85.63636364,21.9238351,142.5454545,17.74465348,39.36363636,4.717472359,7420.727273,727.778138,292,24.9719843,-65.36363636,23.33354978,357.3636364,16.66296929,19.18181818,54.55972541,178.3636364,23.95526133,182.8181818,25.03924193,-7.272727273,22.5747244,313.9090909,106.1295949,43.18181818,16.09234714,10.72727273,4.839233598,36.90909091,10.5114656,120,45.98043062,43,16.52271164,51.54545455,20.31434782,103.6363636,41.4904151,148.5454545,74.59941506,North America,endemic,LC
Pediomelum aromaticum,27,38.8247,36.9,1.9247,-109.41,38.3319,1.22E+11,106.962963,24.83093833,157.5185185,10.60613165,37.7037037,2.839485528,8817.37037,700.113845,327,32.3228902,-86.55555556,20.64784089,413.5555556,24.33947938,132.5555556,79.42017441,73.40740741,78.20892102,221.7407407,29.02729828,-5.740740741,22.26689953,331.8518519,128.3656747,39.44444444,17.39658086,13.07407407,4.393403499,25,5.704249428,107.2592593,46.08987257,57.74074074,16.60304095,84.18518519,44.44446581,76.14814815,33.91131386,120,32.01081548,North America,endemic,LC
Peniocereus greggii,41,33.786,24.395833,9.390167,-104.377222,29.528042,7.07E+11,195.6585366,13.4696135,164.9756098,18.71695462,50.97560976,6.424514787,5848.780488,1447.736725,355.902439,28.23898447,31.95121951,23.62091364,323.9512195,42.64677668,218.6829268,59.42029915,193.1463415,35.13656285,267.804878,23.69305754,119.6829268,21.42246371,317.4146341,47.44047618,64.48780488,17.49017146,4.731707317,1.717911381,73.85365854,18.4276436,161.195122,35.50578792,20.36585366,6.429448256,123.195122,35.72549476,58.90243902,39.53150951,147.2439024,45.51031778,"North America,South America and the Caribbean",global,LC
Peniocereus striatus,40,31.041667,23.208333,7.833334,-111.1706423,25.2520275,1.10E+11,224.5641026,12.19317081,140.3076923,19.00298293,55.82051282,2.936806311,4260.384615,770.9644888,349.6923077,19.1134478,100.1025641,20.98219154,249.5897436,34.98324257,264.5641026,45.64900118,222.4358974,14.93106065,282.0769231,15.54853964,173.4358974,14.11381345,173.2564103,92.22333246,46.58974359,29.85554515,0.487179487,0.88471806,94.79487179,15.92445899,107.1794872,70.78093402,2.794871795,3.495707798,103.4358974,69.89006212,35.69230769,14.60741313,88.875,81.05970813,"South America and the Caribbean,NA",global,LC
Pereskia aculeata,13,47.66667,16.71,30.95667,-97.075418,19.589439,3.40E+12,209.4166667,39.6586763,122.75,22.65201175,62.25,8.84333339,2157.416667,879.9889936,308.6666667,30.41630344,112.3333333,44.72610247,196.3333333,26.12325099,216.9166667,56.50335201,204.4166667,31.95297207,234.1666667,30.12650097,180.0833333,47.32951863,1414.25,699.435243,266.3333333,119.7386042,22.33333333,18.78748778,84.33333333,17.48939072,754.5833333,335.1530067,77.41666667,60.83428808,356.75,195.1410329,131.5,126.8259366,168.9230769,74.05342839,"Australia,South America and the Caribbean,North America,NA",global,LC
Persicaria amphibia,1811,68.06638152,17.775,50.29138152,-99.0849,41.757743,1.64E+13,84.81225842,48.12505675,129.7211485,23.49011994,34.9591386,10.44720947,8767.274434,2629.454325,281.2170072,39.15076198,-100.4224186,78.5477152,381.6394257,70.83277149,128.8006626,82.2848208,29.43677526,111.9419382,195.1369409,37.12035107,-30.24185533,76.52094671,756.1954721,343.7874575,105.2324682,51.17109817,28.50966317,25.90030377,45.40033131,24.96579715,290.8547764,140.1761102,99.18498067,81.40330342,200.5046935,109.9926836,172.981778,138.9445662,137.0563225,57.38359948,"Asia,Europe,North America,South America and the Caribbean,NA",global,LC
Persicaria arifolia,195,54,30.6064,23.3936,-73.38333,41.45305,2.85E+12,97.62371134,27.59641891,113.6185567,7.570659616,30.45360825,2.846762068,8992.474227,787.1133605,283.2268041,19.19170004,-85.32989691,39.70871184,368.556701,25.57260073,143.3556701,74.22003622,15.03092784,76.51671274,210.4381443,20.33345819,-22.20618557,37.77666526,1107.324742,114.4255429,109.9226804,11.50891527,73.46907216,13.9637418,12.09793814,6.283929324,312.6804124,31.03067057,239.443299,41.93987037,293.9484536,30.16547494,248.0979381,44.38136303,152.8461538,83.3952638,"North America,NA",global,LC
Persicaria hydropiper,576,53.491667,18.193333,35.298334,-74.19965,44.478272,1.18E+13,84.45026178,44.50771585,112.3350785,16.32395302,31.44328098,9.938570643,8882.04712,2401.394999,270.7975567,30.76167459,-98.29319372,76.56788596,369.0907504,68.10313652,134.1169284,78.59085836,26.08202443,100.6557446,194.8202443,29.12087436,-34.31064572,73.19767643,1060.886562,299.9791823,130.3734729,61.89086488,53.84118674,25.53348781,28.5061082,22.33499045,364.1291449,164.7365371,177.3961606,76.30105847,275.9075044,91.54700059,245.4659686,143.714683,144.5625,78.69012147,"Asia,Europe,Australia,NA,North America,South America and the Caribbean",global,LC
Persicaria hydropiperoides,1407,54.366667,15.003889,39.362778,-95.151299,31.77583,1.23E+13,156.7107321,56.59311282,128.8400853,22.95234439,47.23738451,15.85286889,5603.413646,3170.652051,301.7000711,39.1759665,9.068941009,86.99778579,292.6311301,79.72025929,175.7192608,77.45461713,126.8471926,96.61553696,225.2771855,41.92844187,81.44065387,89.65507951,1124.800995,475.2628877,176.7363184,95.26740525,39.24520256,30.36192782,52.92537313,34.53519,471.4193319,245.1562723,137.0163468,99.68360553,302.387349,129.0730766,192.6652452,152.0173245,147.159204,65.19133857,"South America and the Caribbean,NA,North America",global,LC
Persicaria maculosa,1036,55,18.77,36.23,-89.84825,41.766385,1.29E+13,97.72938894,44.26214385,119.7361785,21.10487544,32.12027158,8.357955708,8953.481086,2039.196465,287.9893307,38.13207608,-89.30843841,67.51560709,377.2977692,59.03235566,153.8729389,78.3162642,28.90785645,100.4614028,209.5111542,34.74310187,-21.54704171,66.32548068,930.214355,310.0501613,115.9951503,43.90830003,43.76721629,27.54167419,33.76818623,23.88637334,321.186227,120.6264484,147.600388,85.21317278,256.2395732,99.14013728,203.3889428,140.4861152,145.4555985,68.5973687,"Asia,NA,Europe,Australia,North America,South America and the Caribbean",global,LC
Persicaria robustior,58,46.10602,32.42361,13.68241,-73.240275,41.449959,1.19E+12,99.62068966,32.68017672,106.6896552,17.39248365,30.84482759,3.523364242,8199.137931,804.4896704,270.2241379,40.41497165,-68.5862069,29.52431914,338.8103448,34.33297065,71.03448276,69.49667808,99.77586207,93.839924,202.4310345,35.02786463,-8.413793103,33.2898143,1245.344828,101.9992349,129.5344828,21.12221373,81.0862069,7.330025927,13.62068966,5.159993153,364.2241379,50.37579588,264.1896552,19.29953812,287.637931,20.56713293,323.1206897,61.05967101,149.2586207,79.6154266,"South America and the Caribbean,North America",global,LC
Phalaris arundinacea,1169,66.35,26.83,39.52,-95.14141,44.225275,1.40E+13,71.91252144,42.5506825,121.338765,20.54416759,31.7787307,7.768037988,9258.123499,2318.950259,270.0128645,37.50805129,-118.0343053,76.35823987,388.0471698,69.35144314,127.2915952,75.90564991,8.39193825,108.9027439,187.4005146,33.57949967,-50.81303602,68.74449329,854.0917667,356.8604675,112.1432247,54.00544466,36.38250429,25.75965843,37.41766724,22.53728615,311.1020583,152.5164337,124.4845626,80.25452655,218.7178388,98.4966489,210.1337907,175.7872962,140.6142002,66.59203517,"Europe,Asia,Australia,NA,North America,South America and the Caribbean",global,LC
Phaseolus polystachios,77,45.695576,28,17.695576,-86.2,37.926111,3.10E+12,134.6493506,34.3732478,126.5584416,11.89149797,35.18181818,4.784094461,8220.766234,1196.020924,311.1948052,20.53305356,-46.84415584,47.27329972,358.038961,40.74324018,169.1168831,62.65191517,56.97402597,85.06173826,237.0519481,23.52596332,24.33766234,47.32602778,1135.584416,142.4024459,126.1818182,27.18732642,64.03896104,14.97756353,19.41558442,10.05818683,351.6883117,75.55518369,221.5584416,42.41384255,314.6623377,79.39302806,238.1038961,61.22791426,170.8571429,64.76571427,North America,endemic,LC
Phippsia algida,75,71.2421,39.5882,31.6539,-139.1,64.22363,9.01E+12,-88.68055556,36.73537896,89.41666667,21.539188,21.04166667,6.001026907,11824.875,2109.727497,131.3333333,30.74428837,-289.0972222,57.39636336,420.4305556,58.99434835,48.88888889,41.69356878,-181.3888889,83.41944846,64.58333333,23.11438184,-232.4444444,57.71247061,375.7083333,227.8776814,60.875,25.29707298,15.83333333,13.79732573,53.875,17.32208352,158.1666667,69.04193459,53.90277778,46.70982034,145.5833333,66.69496465,62.875,58.30563897,117.9866667,77.35308539,"Europe,NA,North America",global,LC
Phleum alpinum,1094,67.833333,19.0167,48.816633,-119.32505,41.20625,1.68E+13,23.56932966,36.90502287,122.0578512,24.19154863,38.90541781,8.526518863,6713.909091,1872.24407,199.2865014,37.97184294,-116.7621671,61.7583303,316.0486685,58.56372551,3.231404959,60.14991753,60.77410468,84.42463371,111.9605142,28.60120225,-56.40587695,57.31466777,889.1781451,467.2351084,134.2699725,78.931424,26.37006428,19.94896669,48.01561065,20.62918261,372.6326905,226.3406486,97.24426079,64.6508512,135.5794307,93.09164612,321.2231405,215.3054447,112.7888483,61.25420033,"Asia,Europe,Australia,South America and the Caribbean,North America,NA",global,LC
Phragmites australis,2775,61.81571,15.2,46.61571,-81.85,44.4106,1.38E+13,94.40905797,71.48225402,117.2405797,22.48764515,33.17137681,13.05643283,8989.003623,3060.942817,282.7318841,44.01006341,-93.89818841,113.7981884,376.6300725,86.71364368,159.5565217,74.75550382,18.27246377,134.185734,205.3336957,41.51137814,-25.94057971,111.1521171,837.4097826,393.6074722,107.6521739,64.35692451,40.48442029,25.79997591,34.66594203,25.4313993,293.9137681,165.2709698,135.3710145,81.45768759,238.2362319,107.5696694,171.9641304,96.98017241,136.270991,66.30089756,"Europe,Asia,NA,Australia,South America and the Caribbean,North America",global,LC
Phyla lanceolata,479,43.35472,21.008611,22.346109,-95.07688,37.99339,5.96E+12,139.2881002,29.87198076,126.8830898,13.63599202,34.41127349,6.907939027,8637.93737,1841.322519,323.2338205,18.8604106,-49.66388309,55.66229024,372.8977035,56.90993375,199.0313152,45.83307283,53.6993737,97.2097623,246.9269311,16.92986039,23.42588727,53.19666518,924.0688935,281.0895074,121.223382,30.97937964,36.10438413,23.33101716,39.77661795,20.74426362,324.8956159,71.91468069,128.2150313,80.23562127,276.5782881,97.43579384,156.1899791,99.58070792,141.2797495,46.60473232,"South America and the Caribbean,North America,NA",global,LC
