Species,n.gps,abs_max_lat,abs_min_lat,length_lat,median_lon,median_lat,area,bio1m,bio1sd,bio2m,bio2sd,bio3m,bio3sd,bio4m,bio4sd,bio5m,bio5sd,bio6m,bio6sd,bio7m,bio7sd,bio8m,bio8sd,bio9m,bio9sd,bio10m,bio10sd,bio11m,bio11sd,bio12m,bio12sd,bio13m,bio13sd,bio14m,bio14sd,bio15m,bio15sd,bio16m,bio16sd,bio17m,bio17sd,bio18m,bio18sd,bio19m,bio19sd,elevm,elevsd,continents,dist,Red.List.status
Astragalus sinuatus,5,47.564162,42.608018,4.956144,-118.55,43.61361,1.40E+11,89.4,32.82224855,131.4,26.67958021,37.6,3.714835124,7420.2,1564.346573,287,40.348482,-58.8,49.14977111,345.8,67.13568351,3.2,34.85971887,182,36.73554137,186.6,38.52661418,-3.8,36.86054802,423.6,303.3649617,60.2,51.72716888,11.8,6.099180273,39.4,13.20227253,170.6,151.5727548,48.8,24.15988411,54.8,23.50957252,154,136.1414705,149.4,67.21086222,North America,endemic,CR
Astragalus sparsiflorus,6,39.4858,38.21948,1.26632,-105.079695,38.881537,2416767798,72,28.67054237,169.5,5.648008499,42,1.414213562,7963.666667,215.3292053,279.8333333,30.90900624,-120.1666667,29.49858754,400,8.786353055,168.6666667,27.97618034,-27.33333333,29.09066288,177,30.88689042,-27.33333333,29.09066288,429.1666667,44.14257204,69.5,9.28977933,11.66666667,1.366260102,50.83333333,7.652886166,180.1666667,25.8256978,43.33333333,5.645056835,175.1666667,30.54450305,43.33333333,5.645056835,153,20.30763403,North America,endemic,LC
Astragalus tener,121,39.851856,32.9009,6.950955999,-121.728749,38.2856,92988403968,157.6694215,7.583302304,141.2892562,16.95063323,47.85950413,3.133969222,5451.760331,1028.884931,324.5454545,33.16373521,30.48760331,14.09380224,294.0578512,44.45977536,88.23140496,13.67099139,223.7768595,18.9699269,225.1818182,17.37431054,87.38016529,12.77840379,439.1735537,108.7915191,94.76033058,25.37716322,0.917355372,0.355592858,86.89256198,3.787703026,238.7190083,60.47661024,6.462809917,2.969403201,8.024793388,3.023416417,237.9008264,61.26709353,136.9008264,61.4630519,North America,endemic,EN
Astragalus terminalis,27,45.6481,43.49,2.1581,-113.46667,44.157148,40991197424,22.77777778,23.8671537,158.8518519,7.182798382,37.96296296,1.224163183,8628.37037,485.018013,249.6666667,30.75586248,-164.1111111,18.66987152,413.7777778,19.13380684,44.77777778,92.94553133,18.18518519,72.54443574,133.4074074,28.26694081,-87.92592593,18.25234637,382.2222222,113.0239367,48.14814815,9.180680818,19.48148148,8.684071937,29.07407407,12.86296391,127.3703704,27.15786916,70.37037037,28.72435063,106.5925926,20.68492439,91.44444444,46.95114755,142.5185185,34.80093983,North America,endemic,LC
Astragalus whitneyi,355,47.7686,34.734,13.0346,-119.988,40.703333,1.18E+12,44.03098592,28.25882489,141.684507,21.13105894,42.70704225,2.917670882,6383.701408,718.6737675,234.3042254,44.65635085,-93.18028169,27.68377025,327.484507,41.42860801,-20.85352113,28.23781088,125.7211268,34.6407467,129.7971831,31.41329189,-30.08169014,26.34820243,696.8422535,309.7582307,108.2732394,58.91151307,14.25633803,6.017787485,51.94084507,16.48811914,304.2676056,166.1307053,58.01971831,19.27842842,65.3915493,19.25538846,285.2084507,156.2460809,112.1802817,46.34226823,North America,endemic,LC
Astragalus williamsii,28,67.63,60.866667,6.763333,-142.455,63.655,2.74E+11,-38.14285714,14.12041938,120.25,10.36598783,24.5,1.972026594,13103.28571,1227.691566,204.1071429,15.4927445,-279.6071429,30.59815933,483.7142857,36.80062111,122.7142857,16.7417357,-103.6071429,19.58521605,124.6071429,14.76567412,-207.8928571,25.64189177,324.5,53.10960016,62.82142857,8.735002264,9.285714286,3.53665612,62.85714286,12.4950784,160.5714286,24.76471291,32.78571429,10.91162188,160.4642857,24.68690182,44.82142857,14.45568854,124.8214286,62.92032208,North America,endemic,LC
Astrophytum asterias,7,26.556056,23.441667,3.114389,-99.025,24.291667,10020081827,230.4285714,12.79136614,136.1428571,4.598136268,50,4.320493799,4710.428571,724.7516488,356.8571429,15.64639012,84.71428571,17.15336979,272.1428571,22.41598069,272.8571429,18.06865215,174.5714286,15.26277763,283.8571429,15.93140056,164.8571429,16.19082633,652.8571429,98.15536761,128.5714286,24.39164572,15.14285714,3.670993119,67.28571429,5.186980037,282.4285714,49.82588732,58.85714286,10.99133858,230.2857143,50.22188861,62.14285714,11.58200575,162.1428571,72.10970478,"South America and the Caribbean,North America",global,VU
Avicennia germinans,398,32.534722,15.204444,17.330278,-93.8258335,20.3055555,2.61E+12,252.5176152,17.97659525,108.4661247,19.23085062,61.31707317,9.012054493,2442.98374,1119.187676,337.0189702,15.98954033,159.1300813,33.0468934,177.8888889,35.22938977,271.9647696,19.64622862,242.1084011,25.89997817,279.6720867,12.63140953,218.7371274,29.49325187,1150.807588,589.0198411,231.8319783,112.0703096,18.85365854,16.4947371,77.33062331,22.55643068,579.1355014,294.2023447,72.45799458,58.84060079,370.1626016,175.6917094,130.5582656,109.5132635,102.7336683,80.22207478,"Africa,NA,South America and the Caribbean,North America,Europe",global,LC
Azolla microphylla,111,50.983333,17.180556,33.802777,-104.970833,30.213989,6.28E+12,151.9459459,46.88299514,141.7927928,25.09730776,52.95495495,12.6386042,4456.288288,2489.439263,298.7477477,41.80266813,21.79279279,60.96095876,276.954955,68.98186684,130.1441441,86.23950232,171.1981982,58.28921931,208.1171171,40.31461245,94.59459459,67.11745179,803.1711712,385.9630193,160.7747748,82.90747139,11.10810811,13.55282684,79.30630631,23.70262463,431.7207207,222.6642058,45.95495495,46.23563903,177.4234234,138.8284454,162.027027,162.8165984,132.9369369,63.56418078,"South America and the Caribbean,North America,NA",global,LC
Bacopa monnieri,522,45.695576,15.141667,30.553909,-98.793889,21.0329585,6.47E+12,219.124031,36.25888741,132.7228682,27.63104242,57.40116279,11.64540489,3487.622093,2007.876282,332.9399225,32.37939947,96.12984496,57.71594823,236.8100775,59.69003084,241.4515504,45.89548678,198.005814,50.60098972,260.0968992,36.84491653,171.7112403,50.49437102,923.3604651,431.3788571,178.9806202,82.80143292,19.46899225,22.97370823,76.3120155,29.40123389,461.4457364,217.9385568,72.46705426,80.7884501,303.5174419,151.7215951,103.8236434,103.4824027,148.3735632,63.94785777,"Africa,NA,Europe,Asia,Australia,South America and the Caribbean,North America",global,LC
Bacopa rotundifolia,193,48.304439,18.208333,30.096106,-97.595695,37.799948,5.79E+12,146.0777202,45.35598972,136.8911917,15.31793526,39.2746114,12.43282902,7887.42487,2847.800124,329.4404145,20.3939795,-35.14507772,80.41804633,364.5854922,71.83469302,185.492228,54.90267138,86.73056995,117.1793495,244.880829,22.57052132,41.00518135,80.59812197,894.2020725,333.4056519,132.6165803,54.93744676,29.30051813,26.33167551,50.93782383,27.49557293,357.015544,144.5069735,104.5492228,87.83583712,248.7668394,101.490109,147.9637306,121.0295837,146.3316062,43.56118645,"Asia,South America and the Caribbean,North America,NA",global,LC
Baptisia sphaerocarpa,28,41.845427,28.73333,13.112097,-94.930018,31.719215,1.07E+12,177.4285714,30.68529455,117.3214286,15.98391222,35.85714286,3.002644337,7309.642857,1181.730094,333.3571429,13.84895847,9.357142857,49.55297523,324,46.2305014,217.8571429,52.25628744,121.6428571,83.13808874,267.3571429,16.37345251,78.64285714,45.69075949,1166.571429,168.8037275,141.0714286,19.15420575,63.82142857,16.44081095,22.14285714,5.745944049,357.2857143,42.25132664,225.2142857,48.39219186,297.9285714,57.02431487,247.8928571,65.3459961,143.8571429,46.08664488,North America,endemic,LC
Bartonia paniculata,107,48.555,30.0897,18.4653,-72.5625,41.57555,2.22E+12,101.6915888,46.28590625,102.9813084,18.76265928,30.91588785,5.060243665,7948.794393,1039.549692,266.1401869,46.79974371,-62.1588785,47.86993966,328.2990654,38.20506115,74.73831776,100.5553763,110.1495327,79.39818492,201.3457944,42.74873998,-2.598130841,52.02736214,1258.757009,155.1314623,133.4485981,24.50884848,81.18691589,9.135387178,14.8317757,5.556716115,376.9065421,67.48731994,265.2149533,29.28939148,302.3364486,65.49491467,324.8878505,60.22087131,156.9158879,70.07127389,North America,endemic,LC
Beckmannia syzigachne,655,68.7,23.35,45.35,-119.0531,45.348523,1.41E+13,48.46870229,57.20753447,136.4335878,26.26531477,35.11908397,11.1425783,9376.19542,3332.059402,261.6045802,40.24091415,-143.4549618,102.3697234,405.059542,84.12311385,99.10687023,69.24108615,14.14198473,135.4762683,166.4656489,30.37761773,-73.06870229,97.87564591,561.8183206,285.146578,94.68549618,55.25015688,13.99236641,11.24218803,54.51755725,19.47096749,253.6473282,150.489586,51.99694656,35.87081804,131.6687023,81.48945175,170.6900763,180.7055493,146.1679389,55.06131593,"Europe,Asia,North America,South America and the Caribbean",global,LC
Bergerocactus emoryi,56,33.43048244,29.808333,3.622149438,-116.5136115,31.8708335,26358831769,170.9090909,12.0849964,131.7636364,32.59173017,56.70909091,3.970599018,3488.490909,699.9210239,288.0363636,35.71749423,59.38181818,18.53374391,228.6545455,48.53185978,132.1818182,11.26957706,200.1454545,14.09546576,220.2909091,18.64251685,130.1636364,12.01814005,237.1818182,57.93741544,47.36363636,12.48608653,0.254545455,0.517049386,85.90909091,6.936945446,132.4181818,35.238705,3.654545455,2.443571929,11.67272727,9.496694445,123.7454545,29.99828278,68.35714286,89.46658667,"South America and the Caribbean,NA,North America",global,LC
Berula erecta,598,49.071111,16.217558,32.853553,-104.8117135,34.3633315,8.34E+12,134.4498328,41.09595739,152.9431438,18.01516516,51.18394649,13.26812568,5470.83612,3022.413218,300.6404682,35.33841421,-14.84113712,70.15928167,315.4816054,83.72167435,134.2274247,72.17829996,130.7474916,89.6467371,205,31.4684176,64.99498328,72.95783625,594.5702341,336.5002671,113.0033445,73.40464015,8.675585284,8.728653171,70.27257525,24.93430465,306.4832776,198.0510963,34.26755853,29.39693094,147.916388,120.3566296,106.8010033,107.4746616,138.7993311,54.2606761,"Africa,Asia,Europe,Australia,NA,South America and the Caribbean,North America",global,LC
Betula nigra,261,47.768867,29.964722,17.804145,-86.48528,38.5175,4.21E+12,132.0651341,32.13097551,123.183908,9.975580263,33.96551724,4.474152114,8463.091954,1047.693675,310.8314176,21.02293458,-49.88122605,42.79626682,360.7126437,31.69599879,177.394636,62.61415275,74.16858238,102.0266666,237.7203065,22.85847616,18.82758621,44.19263954,1131.030651,170.869223,123.789272,22.00396904,63.81609195,17.74294794,19.41762452,9.162943541,343.3678161,54.64805893,217.4904215,55.19717196,304.8735632,51.84751413,245.2068966,85.78297365,144.9463602,60.66095085,North America,endemic,LC
Betula pendula,53,52.798611,38.4039,14.394711,-104.9619,45.10371,5.73E+12,95.13461538,35.47881381,111.9807692,18.07879311,34.23076923,7.19917039,7783.192308,2416.374614,271.6346154,34.73599526,-63.25,74.76207359,334.8846154,79.00152737,117.9807692,81.884541,63.82692308,108.2090789,193.6538462,31.64254062,-6.269230769,62.40541561,1012.865385,340.8806374,136.1153846,62.84922944,38.80769231,24.60275647,37.23076923,21.31612239,385.2884615,180.9654215,137.4230769,70.72657823,193.2115385,98.42511566,310.5576923,201.6421226,140.5849057,81.58606451,"Africa,Europe,Asia,Australia,NA,North America",global,LC
Bidens beckii,102,55.558,40,15.558,-76.5677765,44.8583335,5.08E+12,64.49019608,30.18777705,109,9.815122702,28.07843137,4.554806567,9751.911765,1874.901123,259.3137255,21.01012504,-131.4019608,62.90622595,390.7156863,60.79724092,98.21568627,76.69724813,-13.90196078,104.6223297,185.2254902,20.84782528,-66.32352941,54.0767994,994.6960784,271.6968239,108,39.18046594,59.23529412,23.38069631,19.76470588,15.58698141,306.5588235,114.0129898,193.4607843,69.85014675,254.2156863,48.94806855,237.8921569,125.7087556,154.6862745,69.70645387,North America,endemic,LC
Bidens campylotheca,27,51.732222,17.656459,34.075763,-101.233186,27.832475,8.43E+12,116.5925926,63.60409957,134.8148148,28.47405977,50.18518519,17.56972273,5306.592593,3865.726066,267.5555556,33.6798654,-28.37037037,112.4408043,295.9259259,103.2621481,137.7037037,79.1088903,114.2962963,101.8112185,182.2592593,25.73622498,46.62962963,113.7632995,967.8888889,352.1688115,192.1481481,99.98680825,18.66666667,23.38145222,71.25925926,34.60501586,516.8888889,260.4737302,69.40740741,68.16002622,348.8888889,224.6897576,129.5185185,81.91429403,101.6666667,71.95137247,"South America and the Caribbean,North America",global,VU
Bidens cernua,1426,66.799693,20.246667,46.553026,-97.1328,42.73406,1.43E+13,76.67508772,37.58597416,127.7031579,22.24170461,31.31649123,6.569222077,9752.687018,1972.118176,283.7592982,32.93034485,-124.2638596,63.65821653,408.0231579,56.89899781,147.6336842,73.04060737,-5.580350877,99.39280209,198.7094737,30.44639471,-52.73052632,59.04651163,757.9326316,320.7696892,101.4547368,39.42760514,30.75578947,25.35022958,41.2077193,20.79549492,281.2035088,113.9421823,105.397193,79.89073995,224.9459649,84.96216458,151.6905263,143.9138868,144.3316971,54.85471789,"Asia,Europe,North America,NA,South America and the Caribbean",global,LC
Bidens eatonii,34,48.195278,41.3219,6.873378,-70.9162835,46.64565,2.39E+11,59.72413793,21.52390125,104.2758621,5.945565885,25.86206897,2.628472369,10056.2069,922.0304217,257.7586207,12.28429652,-140.4482759,36.15599753,398.2068966,29.53131426,113.2068966,79.70811901,39.13793103,108.3627256,184.8275862,13.89262128,-75.5862069,34.22146073,1099.62069,65.80567376,114.2413793,6.647530005,72.51724138,8.753043102,14.72413793,3.452706513,324.9655172,16.53239841,225.7586207,28.38467289,298.3448276,30.42939822,263.7241379,29.84231961,171.7647059,83.35468532,"North America,NA",global,VU
Bidens frondosa,1379,53.367,28.65,24.717,-96.64237,41.46769,9.56E+12,98.06826434,38.55055182,128.7661583,20.61599879,32.83587509,7.532435086,9287.729121,2018.621685,298.8445897,32.67616324,-96.27959332,67.28717178,395.124183,59.17528999,155.0580973,69.76273823,21.80319535,114.0805244,214.4502542,28.28417929,-25.06390704,62.91588594,804.1256354,316.5196723,110.2469136,41.15683674,31.03195352,27.54373628,44.12854031,24.10873877,301.5366739,112.1825055,106.5185185,87.49750735,221.157589,103.3485467,175.1633987,154.6575555,143.5206672,60.29641442,"Africa,Asia,NA,North America,South America and the Caribbean",global,LC
Bidens hyperborea,44,52.241944,43.9275,8.314444,-71.3394445,46.878875,4.30E+11,32.41463415,34.10643312,107.7804878,6.897507503,24.82926829,2.096454615,10926.4878,1091.868951,239.8292683,25.29021791,-187.5121951,57.54221144,427.3414634,34.01074077,119.0487805,65.44843437,-35.68292683,90.6726086,165.5121951,25.49325592,-116.1219512,50.16980921,944.4146341,181.5421405,104.6341463,11.53203386,54.56097561,23.39983844,23.17073171,12.67458567,297.5609756,30.27957132,176.4634146,64.99619126,274.5365854,38.49291984,203.8780488,73.82485866,140.1136364,83.2891338,"North America,NA",global,LC
Bidens trichosperma,38,45.05,27.5,17.55,-79.997775,41.6599235,1.35E+12,103.4054054,33.8308369,112.3243243,7.378851364,30.59459459,5.489684566,9024.972973,1378.83289,288.4594595,16.1754179,-79.56756757,50.07912658,368.027027,39.18721907,174.7837838,75.85883642,22.24324324,89.91335502,215.9459459,18.92668009,-17.24324324,51.70020707,1020.405405,133.4875066,109.6756757,20.36071115,57.59459459,20.36399254,20.24324324,11.84015157,313.4594595,57.20994212,195.3243243,58.24519725,297.8648649,55.68869931,205.0810811,66.7238831,151.6842105,61.47295835,"North America,NA",global,LC
Bidens tripartita,137,64.88,33.1,31.78,-91.04,39.06805,1.15E+13,111.9489051,30.92384411,119.3138686,16.42843295,32.75912409,5.326854203,8681.094891,1823.538169,297.2335766,34.68731392,-68.20437956,50.34310787,365.4379562,59.87632613,164.3211679,69.89024319,41.88321168,94.95270229,220.5620438,30.88090532,-3.503649635,46.10444091,990,241.7157421,119.9270073,38.05387725,46.0729927,22.13847962,30.11678832,19.70968174,336.1605839,110.3949616,158.6423358,69.29760386,245.5547445,82.99715797,229.5109489,139.8380427,160.3430657,69.09141834,"Africa,Europe,Asia,Australia,South America and the Caribbean,North America,NA",global,LC
Bidens vulgata,373,50.733333,36.79527,13.938063,-96.47107,43.125923,6.22E+12,82.67828418,29.50266045,123.6058981,15.16921286,29.63806971,4.799792617,10147.0429,1650.940541,290.6193029,25.80603523,-124.8418231,53.97155931,415.461126,52.54109212,165.6058981,68.04179351,-22.28954424,86.89486184,208.8847185,24.74287357,-53.43967828,47.85073939,792.8284182,263.3425904,104.6085791,27.18044307,32.1152815,25.97703923,40.70241287,20.56617746,289.308311,79.1574507,109.3967828,81.2428868,249.1045576,71.66635888,141.1313673,122.5649111,141.8203753,53.01407211,North America,endemic,LC
Boehmeria cylindrica,610,46.935556,17.565278,29.370278,-87.646416,38.7828015,7.00E+12,129.6032787,44.19563898,121.2295082,13.11712232,33.93442623,7.281956585,8481.165574,1749.460716,308.704918,26.93862407,-52.89180328,65.1025572,361.5967213,52.41398918,174.0491803,70.45324207,58.23606557,101.5625056,234.9704918,27.3792758,15.81639344,65.43276969,1072.37541,259.6421784,126.5114754,40.07743776,54.89836066,24.72096158,26.71639344,18.8565554,346.2016393,101.1312548,187.1754098,79.23586447,303.9491803,83.00008333,213.7098361,100.0602909,146.1983607,58.72715289,"Asia,South America and the Caribbean,North America,NA",global,LC
Boltonia asteroides,230,49.842,29.884444,19.957556,-94.841965,38.24353,7.20E+12,119.973913,34.19005726,125.5695652,9.732309437,31.6826087,3.944943386,9412.634783,1441.479537,315.0391304,23.67157452,-80.23913043,52.93977165,395.2782609,47.48882614,184.5130435,55.64200374,15.64347826,84.95893602,237.0304348,24.75811251,-6.669565217,50.54769407,980.973913,308.5514674,125.3652174,38.79220883,38.52173913,23.09458351,36.34347826,15.16832272,340.1652174,110.887561,135.626087,78.25643223,295.3608696,57.69325026,157.7478261,143.5993543,144.4,43.41931231,North America,endemic,LC
Brachiaria mutica,124,45.5989,15.935556,29.663344,-95.5255555,19.2275,4.96E+12,238.4876033,32.61546558,118.0909091,21.2626433,59.38842975,8.818892505,2671.173554,1178.911876,334.0909091,27.1339271,134.9008264,45.86636476,199.1900826,35.53151513,259.9669421,33.64940165,222.8429752,40.49691516,268.5950413,28.76386,201.4132231,41.86499521,1313.446281,551.6307634,261.9586777,91.74043063,24.26446281,22.45431235,80.70247934,23.99501498,676.8429752,242.9940331,87.9338843,77.72802321,415.9256198,148.6537456,136.6859504,131.3976809,129.1693548,71.73446086,"Africa,Asia,Europe,NA,Australia,South America and the Caribbean,North America",global,LC
