Species,x,y,bio1_1,bio4_1,bio5_1,bio6_1,bio7_1,bio12_1,bio15_1,bio17_1,taxon,dispStage,selfOut,dispersion,trophicLevel,maxSize
P_vanattae/P_humile,-121.7791,48.08907,78,5225,217,65515,238,1975,50,193,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.15754,45.16808,82,5165,232,65521,247,2228,61,150,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-123.46587,47.09856,102,4717,241,6,235,2139,62,144,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-121.5927833,47.06528333,61,5626,213,65494,255,2066,56,179,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.974623,47.071961,104,4962,252,4,248,1351,63,95,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.821499,46.152257,101,4998,250,0,250,1606,59,130,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.11201,48.2,36,7406,240,65429,347,933,39,127,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.6891,47.2,44,7412,261,65432,365,947,39,125,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.50505,47.4,51,7166,253,65449,340,898,40,112,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.07011,48.3,30,7463,234,65422,348,927,37,130,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.98994,48.09362,60,7454,268,65454,350,870,41,116,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.44656,46.8,58,7541,278,65442,372,754,31,111,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.296,46,52,7502,272,65425,383,661,24,109,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.93307,47.27465,65,7435,277,65459,354,981,42,121,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.14445,47.1,46,7203,254,65439,351,986,40,122,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-113.788,47.9,39,7645,243,65421,358,730,24,135,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.284586,47,33,7482,252,65416,372,751,29,120,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.672212,47.3,30,7471,247,65417,366,951,37,130,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-113.76,47.4,38,7789,249,65418,367,664,25,119,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.191294,48.3,37,7444,240,65430,346,918,39,125,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.293171,47,32,7471,251,65414,373,773,30,121,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.26398,47.12072,43,7147,248,65437,347,965,39,121,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.33315,48.3,53,7471,255,65448,343,881,40,116,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.25661,48.1,49,7360,252,65445,343,919,41,118,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.88377,45.8,72,7305,282,65457,361,657,25,106,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.28858,46.7,27,7383,245,65408,373,718,25,120,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.44985,45.9,43,7425,261,65412,385,725,25,115,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.55498,46.7,64,7479,282,65450,368,817,33,112,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.51242,47.8,60,7275,260,65459,337,848,40,108,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.62403,46.1,65,7418,281,65447,370,735,26,111,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.67339,47,69,7015,271,65467,340,758,38,96,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.48023,46.8,64,7565,284,65449,371,763,32,109,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.121494,48.7,71,7822,281,65458,359,719,38,107,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-115.946517,47.7,68,7378,276,65463,349,919,41,117,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.120983,48.6,56,7702,264,65446,354,827,39,117,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-113.695,47.9,23,7537,225,65405,356,749,22,141,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-116.1223,47.088,50,7238,258,65443,351,993,41,123,Mollusk,adult,out/self,self,detritivore,6
